Genre,Budget,Marketing_Budget,Screens,Weeks,Shows,Ticket_Price,Screen_Stability,Actor_Popularity,Director_Success,Occupancy,Seats_Per_Screen,Target
Sport,419,179,3745,7,12,717,Stable,4,8,0.7437066525577489,182,1
Adventure,373,34,24998,5,2,198,Growing,4,4,0.4702001624879669,249,0
Romance,139,119,1063,5,12,779,Stable,5,6,0.5968983078893844,188,0
Documentary,93,94,16348,11,11,363,Drop Fast,7,5,0.9111470329430258,199,1
History,280,42,21209,5,8,698,Stable,1,6,0.2662418414070455,205,0
Drama,253,87,21891,2,11,695,Growing,9,4,0.8060322766740272,208,1
Thriller,397,31,18009,6,13,323,Drop Fast,3,4,0.42626724531771554,227,0
Adventure,223,108,18888,9,2,110,Drop Fast,4,7,0.3795118603056542,80,0
Sci-Fi,315,120,853,8,14,426,Stable,7,1,0.4125572300956237,119,0
Mystery,175,19,25935,6,13,797,Stable,5,9,0.291825694047793,86,0
Sport,288,191,8329,4,4,449,Stable,5,3,0.9443858770003174,242,0
Biography,68,7,26618,2,4,478,Drop Fast,1,4,0.8589084002576014,113,0
Family,99,14,23318,8,11,330,Drop Fast,2,9,0.6147391780425591,148,1
Drama,380,124,643,4,3,240,Drop Fast,5,5,0.7505722249899643,236,0
Adventure,340,149,27241,5,11,717,Growing,2,4,0.6396167540464553,193,1
Animation,421,132,24043,6,14,148,Growing,1,6,0.8181052611155826,191,1
Sci-Fi,203,15,21253,9,6,550,Stable,3,1,0.8413356340899079,80,0
History,132,180,5306,8,5,590,Growing,1,1,0.4129532997072409,152,0
War,145,137,4636,10,14,304,Growing,8,5,0.571823439455172,96,1
Western,422,73,19441,4,7,508,Stable,8,5,0.6943934139326997,184,1
Animation,148,68,9672,11,3,506,Stable,8,9,0.9349085814257925,173,1
Family,238,18,3239,2,5,150,Drop Fast,7,1,0.7278825653673152,249,0
History,283,54,28571,2,13,274,Drop Fast,7,3,0.8783445075209101,235,1
Sport,448,158,28413,11,8,360,Stable,2,3,0.8422784356909613,82,1
Fantasy,59,76,28534,2,2,579,Stable,9,4,0.6574441445749948,84,0
Comedy,407,73,8491,3,14,322,Growing,7,7,0.8755587520433222,133,0
Sci-Fi,127,139,10478,3,12,368,Growing,5,7,0.5141952094776641,245,0
Romance,211,131,16485,8,4,417,Growing,4,5,0.515498471313818,123,0
Biography,492,20,27086,10,2,484,Stable,8,9,0.7966759502698683,155,1
Musical,402,187,29021,9,3,685,Stable,5,7,0.3441805659445077,197,1
Action,492,82,14144,5,10,725,Drop Fast,6,2,0.46407765222089326,103,0
Sport,404,105,2937,3,11,318,Growing,4,3,0.6760007156113397,159,0
Crime,200,60,23540,4,6,153,Drop Fast,2,7,0.5440459192068641,87,0
Mystery,373,109,21823,11,14,299,Stable,7,5,0.90850659692176,170,1
Documentary,469,136,1807,6,5,742,Growing,2,7,0.9209542487333955,169,0
War,332,52,3153,10,13,438,Drop Fast,7,9,0.6018069161696524,174,1
Mystery,190,21,12373,9,5,790,Stable,7,9,0.6273433232559769,81,0
Animation,432,115,6133,4,9,404,Drop Fast,1,3,0.7572389642766398,120,0
Documentary,87,168,11586,10,13,344,Growing,3,8,0.5700854476639214,127,1
Horror,449,74,29115,11,4,728,Drop Fast,3,6,0.38306892755833377,185,1
Comedy,421,84,15421,4,13,307,Drop Fast,6,4,0.7728784180360515,101,0
Adventure,84,97,4882,11,13,610,Stable,3,4,0.7664501225470988,176,1
Mystery,304,42,15053,9,5,358,Growing,9,4,0.4214867723742456,97,0
Crime,290,105,11484,2,3,479,Drop Fast,5,7,0.8330415638467052,158,0
War,30,66,22917,5,7,262,Stable,6,6,0.6795544374941125,248,1
Thriller,403,125,23976,5,13,440,Growing,6,2,0.4154111272207558,146,0
Animation,180,52,11354,7,10,675,Stable,8,5,0.7064274009180929,127,0
Documentary,24,14,27438,3,13,629,Growing,3,5,0.4135266684033925,201,0
Animation,220,40,9247,8,5,133,Stable,9,6,0.43566306785601244,102,0
Fantasy,57,161,23193,6,12,422,Stable,7,7,0.8436065147622093,190,1
Crime,95,8,10538,11,7,280,Stable,6,8,0.9006440984678732,209,1
Adventure,158,48,14523,7,5,446,Drop Fast,1,8,0.4298178608507478,185,0
Animation,197,60,5125,7,3,291,Drop Fast,4,5,0.89963572595963,83,0
Action,381,46,26162,7,14,678,Stable,5,2,0.41715919255164746,233,1
Action,489,118,23834,11,7,778,Growing,2,8,0.33208715587980997,98,0
Documentary,315,145,26492,9,13,345,Stable,1,6,0.29075671464988284,128,0
Drama,160,178,5983,11,8,344,Drop Fast,2,3,0.4194792685828433,153,0
Mystery,150,165,12543,5,5,777,Growing,8,4,0.5196725784740647,132,0
Fantasy,78,25,10117,11,13,232,Drop Fast,6,1,0.8992838660765132,213,1
Animation,269,83,10345,9,12,296,Stable,2,3,0.41951059979422006,208,0
Mystery,485,189,29917,10,8,446,Drop Fast,9,4,0.5058257414656253,223,1
Action,343,73,6923,5,14,148,Drop Fast,8,2,0.7639091123205004,86,0
Musical,465,74,16768,2,12,163,Drop Fast,4,6,0.4614518615910971,167,0
Comedy,18,71,17105,4,9,723,Stable,7,8,0.7290577061757064,114,0
Documentary,130,52,27087,2,12,796,Drop Fast,3,6,0.5524544734739516,147,0
History,380,165,17832,8,4,203,Stable,6,3,0.3875114668614206,184,0
Action,428,40,26434,2,3,312,Stable,3,9,0.7638412306783953,222,1
Comedy,110,165,13549,5,6,616,Drop Fast,3,4,0.26892718334967886,187,0
Family,158,163,1202,2,3,218,Growing,9,6,0.45463437755108527,230,0
Animation,451,153,6466,3,11,778,Drop Fast,6,4,0.4993270774178651,157,0
History,155,31,28003,2,6,341,Drop Fast,8,4,0.5707527784913452,204,0
Family,362,76,23028,6,11,379,Drop Fast,4,2,0.7259084623832975,181,0
Sport,465,105,11530,8,14,523,Growing,4,2,0.5715834959302257,218,1
Thriller,252,194,26704,4,7,462,Growing,8,2,0.6660268786003514,211,1
Sport,250,100,15180,9,9,405,Stable,7,2,0.6670453548924721,247,1
Thriller,346,132,7217,6,7,585,Growing,5,8,0.5112901549272053,137,0
History,52,30,8785,6,5,413,Growing,2,4,0.9037798860282888,198,0
Sci-Fi,104,70,16211,6,4,612,Drop Fast,6,4,0.9190976816135099,167,1
Sport,235,144,18201,9,3,782,Stable,1,3,0.6572956188661261,201,0
Drama,15,26,28417,3,14,266,Stable,7,5,0.30018361620680234,146,0
Thriller,223,21,17244,3,2,493,Growing,9,4,0.593789294979155,117,0
Sport,215,11,5724,9,3,162,Growing,5,7,0.37909352875580504,209,0
Thriller,76,111,24200,10,3,371,Drop Fast,5,7,0.5882501653110326,166,1
Action,405,72,5450,11,6,136,Growing,7,6,0.3819382081489793,119,0
Sport,109,132,28940,11,10,115,Growing,5,7,0.742698671954219,135,1
Sport,21,41,7712,3,2,442,Stable,4,7,0.3063003840464398,114,0
Crime,246,42,23489,5,5,445,Growing,1,8,0.9173128534771469,128,0
Drama,331,100,519,9,11,638,Drop Fast,6,1,0.3867631226033469,186,0
Animation,267,143,10616,3,8,722,Stable,9,3,0.7124594352344717,175,0
Crime,408,5,25359,5,12,332,Stable,4,3,0.8918736455106425,201,1
Family,416,157,3800,11,11,675,Growing,4,5,0.4235204197888437,174,1
Adventure,422,46,22544,2,4,708,Drop Fast,5,7,0.904007829325991,110,0
Action,346,184,5479,3,9,515,Stable,6,6,0.5220722659621908,204,0
Family,489,156,25357,8,4,366,Drop Fast,3,4,0.922371572076813,155,0
Adventure,144,185,28472,2,9,425,Drop Fast,9,6,0.9299547006941679,205,1
Documentary,231,188,18351,2,14,542,Growing,1,7,0.38165593354846783,225,0
Biography,165,67,26332,3,3,659,Drop Fast,6,4,0.831761135851738,167,0
Documentary,151,85,15694,5,6,175,Stable,6,8,0.38539470898348516,115,0
Adventure,437,12,18382,8,5,346,Growing,8,5,0.4085084342317571,236,1
Thriller,167,191,12598,5,12,679,Stable,5,3,0.3088885528163788,230,1
War,474,177,25774,6,10,412,Drop Fast,9,2,0.35957586254872453,82,0
Documentary,425,31,25533,5,4,675,Drop Fast,9,1,0.6925532777729755,109,0
Documentary,335,56,482,5,13,793,Growing,2,4,0.5644769110362504,124,0
Comedy,380,150,14230,10,12,691,Growing,5,2,0.8036609660181845,192,1
Adventure,353,95,22921,7,6,442,Stable,7,3,0.4823977703786355,201,0
History,271,90,15502,4,11,281,Stable,2,1,0.9280371971107412,98,0
Animation,292,20,5366,7,10,731,Drop Fast,7,6,0.28491077857356223,212,0
Drama,347,70,7321,8,14,498,Growing,9,4,0.29405516808170906,135,0
Crime,353,9,14877,8,7,340,Drop Fast,8,5,0.7409624291726953,241,1
War,238,86,23993,9,3,391,Drop Fast,9,8,0.8712772194810018,152,1
Fantasy,385,135,16573,5,2,153,Stable,4,4,0.8068501341439046,182,0
Musical,289,122,22073,2,13,244,Stable,8,6,0.5928719615068396,105,0
Documentary,367,85,5096,7,12,455,Stable,9,3,0.438748952913514,212,1
Family,299,74,16714,9,2,697,Growing,2,8,0.25941607051330046,167,0
Comedy,177,119,1493,6,8,576,Stable,3,3,0.6066160177438429,238,0
Fantasy,56,11,22643,4,13,121,Growing,1,7,0.5829453381164935,103,0
Romance,472,54,7157,5,3,430,Drop Fast,1,7,0.4909721296291679,164,0
Biography,212,146,16644,9,8,391,Growing,6,3,0.6546509515807395,101,0
Animation,223,170,18795,7,2,335,Stable,1,3,0.7601702881668913,181,0
Fantasy,255,115,9940,6,5,128,Growing,5,8,0.7406217653597698,229,1
Horror,33,51,12759,10,11,794,Growing,6,3,0.43427698924895086,136,1
Animation,330,116,10173,11,14,259,Stable,9,2,0.6597125820302152,237,1
Western,283,165,6476,4,12,629,Stable,6,5,0.3541421350087989,192,0
Sport,53,47,21947,8,5,649,Drop Fast,4,7,0.3351212907218482,126,0
History,341,95,8352,10,6,200,Growing,1,8,0.8000990853813825,246,1
Musical,322,33,8173,5,11,389,Drop Fast,6,1,0.7356221314668752,168,0
Comedy,372,132,15533,11,2,476,Drop Fast,7,2,0.78755023044214,170,1
History,165,189,237,11,8,272,Growing,5,7,0.3567235919429546,236,1
History,497,137,6190,4,12,442,Drop Fast,6,9,0.8902330125593219,221,1
Animation,389,100,5638,2,3,678,Growing,8,3,0.3431781292556511,83,0
Western,208,192,24261,10,13,290,Drop Fast,1,8,0.8590258777384101,84,1
Mystery,416,121,15935,2,12,538,Drop Fast,8,3,0.4966655039141519,123,0
Drama,478,74,28407,3,14,654,Growing,2,4,0.3238038651238975,170,0
Documentary,171,134,11056,10,12,734,Stable,2,2,0.45073827239586817,103,0
Drama,404,74,673,6,14,442,Growing,8,9,0.3770136099497181,107,0
War,479,114,258,5,3,224,Stable,2,5,0.5934688030841999,231,0
Fantasy,243,175,2836,10,9,707,Growing,8,5,0.914821743627838,207,1
Horror,172,136,15034,10,10,768,Growing,5,4,0.47950981310776297,84,0
Western,125,60,15777,3,7,651,Stable,9,5,0.6784692899774796,92,0
Crime,102,191,19198,4,12,459,Stable,9,1,0.8742046130179745,134,1
Crime,51,93,27390,4,2,602,Growing,8,6,0.6910517507873624,109,0
Crime,293,141,7496,6,2,272,Growing,9,4,0.503539398608835,181,0
Comedy,388,135,21583,4,12,493,Growing,7,4,0.9435873890231153,162,0
Sport,219,180,12870,11,8,560,Stable,8,5,0.38118952100837356,192,1
Adventure,215,175,26187,7,9,784,Growing,6,1,0.6162792104268555,161,1
Comedy,475,104,24860,3,4,219,Stable,9,4,0.807693849115758,169,1
Animation,229,133,9925,7,10,372,Drop Fast,2,3,0.25045420870405705,94,0
Family,289,61,20381,7,5,457,Stable,3,5,0.7414302764997058,109,0
Horror,145,185,2874,3,5,485,Drop Fast,2,5,0.43654922769415705,107,0
Fantasy,115,148,15996,7,4,418,Growing,6,8,0.368808705884314,211,1
Adventure,127,55,11265,7,9,360,Growing,3,1,0.441936124357804,147,0
Sci-Fi,246,116,23020,7,10,380,Stable,1,3,0.9267714980878489,180,1
Family,318,108,19704,6,2,428,Drop Fast,4,5,0.8743546814677798,222,0
History,465,131,25866,8,3,223,Growing,5,3,0.39962811952459176,113,0
Thriller,397,59,11226,6,2,575,Growing,4,6,0.3319187411829112,178,0
Western,484,5,29000,2,5,377,Drop Fast,6,3,0.5049068231601272,140,0
Sport,109,94,2276,10,11,192,Growing,3,6,0.6646355360700513,81,0
Drama,270,160,19774,4,8,646,Growing,6,8,0.8570012400067843,197,1
Sci-Fi,490,57,4987,3,8,227,Stable,1,4,0.9262630875280544,131,0
Documentary,314,190,22640,11,13,631,Growing,6,8,0.775807357721169,131,1
Biography,363,77,29004,7,7,266,Drop Fast,8,7,0.669305048891159,94,1
Thriller,295,192,7694,9,14,335,Growing,8,4,0.3496324182917118,247,1
Adventure,337,191,25984,3,12,131,Stable,1,3,0.30181986346131773,107,0
Romance,112,112,20161,5,6,330,Growing,7,5,0.6672188149704408,175,1
Sport,72,154,21325,3,12,290,Drop Fast,4,5,0.627344874036849,177,0
Family,184,12,23416,10,5,756,Growing,6,7,0.8422616754138714,134,1
Drama,291,181,2781,11,13,712,Drop Fast,6,1,0.47582409559857264,101,0
Horror,450,46,15800,3,14,690,Stable,5,9,0.2777836001448671,236,1
Mystery,302,159,20371,11,9,607,Growing,9,2,0.5465957883637232,151,1
Sci-Fi,235,171,25291,3,8,556,Growing,8,9,0.9284276127564175,219,1
Mystery,16,29,14533,6,12,771,Stable,6,9,0.8069024334555661,117,1
Biography,136,42,23687,6,12,354,Drop Fast,4,3,0.2736405215495912,199,0
Mystery,433,89,10604,8,11,378,Drop Fast,4,7,0.8622752327287228,81,0
History,101,156,11366,2,2,799,Growing,9,3,0.5801826427349221,219,0
Crime,432,28,1132,3,7,155,Drop Fast,4,8,0.5053376222725691,205,0
Family,199,64,18247,7,3,748,Drop Fast,7,8,0.4927176785619541,219,1
Fantasy,368,182,8948,3,5,205,Growing,6,3,0.666600977127205,188,0
Fantasy,485,115,15777,5,6,680,Drop Fast,2,5,0.6214195929085338,88,0
Fantasy,471,70,24498,11,9,291,Drop Fast,5,7,0.709639070917784,111,1
History,62,146,26447,7,7,377,Growing,3,1,0.6515490255280326,152,0
Comedy,251,57,15215,8,12,643,Growing,9,3,0.35076120238920294,215,1
Biography,495,164,25768,11,3,274,Drop Fast,1,1,0.4300652061308227,195,0
Mystery,141,110,16308,6,6,734,Growing,4,2,0.8387207004712839,235,1
Biography,499,100,26404,9,6,184,Drop Fast,4,7,0.7142809602869409,161,0
Crime,475,180,26467,7,7,315,Drop Fast,9,7,0.5638804377903188,186,1
Animation,373,43,21436,6,2,113,Drop Fast,1,3,0.37782100228370574,115,0
Family,121,172,1304,5,9,136,Drop Fast,2,6,0.25538372518411834,196,0
Sport,418,46,17854,7,4,126,Growing,1,6,0.4683211822320327,244,0
Comedy,16,115,27678,7,6,763,Growing,1,2,0.28839286984866813,111,0
Musical,239,108,13136,7,8,675,Stable,1,9,0.5875988931612186,246,1
Biography,165,81,9801,2,4,169,Growing,3,8,0.8252610169307459,128,0
Documentary,206,12,3846,7,11,253,Stable,4,2,0.4497790629676081,225,0
Musical,332,30,21671,2,14,537,Drop Fast,2,4,0.8434279130885347,102,0
Sport,373,144,26106,6,7,370,Growing,1,9,0.7431950772606125,112,0
Romance,232,47,21307,8,6,640,Drop Fast,5,4,0.3376836305484058,191,0
Animation,376,183,15160,2,8,173,Stable,6,7,0.7011933238887083,83,0
Drama,499,114,15078,2,11,670,Growing,2,5,0.3561758651138802,159,0
Romance,259,104,18638,7,12,248,Growing,3,6,0.7083536441924431,204,1
Drama,413,67,9345,8,4,605,Growing,3,1,0.3499001393096743,81,0
Action,92,53,23242,7,14,109,Growing,2,4,0.5247579562108962,124,0
History,249,119,18426,6,3,743,Drop Fast,4,5,0.6466159891667356,167,0
War,389,159,3002,7,5,601,Growing,5,6,0.2852619199967592,194,0
History,404,141,24319,4,4,161,Stable,8,6,0.3573158413981692,247,1
Horror,369,171,24785,10,5,487,Growing,6,5,0.4742861775365725,209,1
Thriller,332,69,16565,6,8,331,Stable,9,3,0.5736240600403029,239,1
Mystery,480,75,27385,3,6,683,Stable,3,2,0.850941105745004,80,0
Thriller,272,11,24897,11,5,627,Drop Fast,9,7,0.38109116184778746,97,1
Animation,416,84,29558,11,7,649,Growing,4,1,0.49322966535176793,239,1
Animation,198,71,6305,8,8,788,Stable,8,5,0.5830433653961264,88,0
Horror,464,142,19144,4,13,544,Growing,7,4,0.4570449891925581,134,0
Romance,375,185,19621,2,12,420,Drop Fast,7,7,0.6880234451046096,146,1
Western,299,105,25216,4,6,182,Drop Fast,9,2,0.42962170434317903,103,0
Sci-Fi,371,99,2949,10,13,533,Growing,2,8,0.7906452947792704,200,1
Western,412,91,17174,6,8,116,Stable,5,9,0.6036078663958283,90,0
Biography,67,189,17952,8,4,468,Drop Fast,3,1,0.31041341842277714,235,0
Action,18,95,10381,4,8,767,Stable,7,5,0.6888992266623704,95,0
Fantasy,313,107,1561,5,13,783,Stable,3,4,0.6484704526591301,172,0
Action,124,130,24712,2,4,681,Growing,5,5,0.4870181479446709,184,0
Sci-Fi,219,159,3973,4,7,682,Drop Fast,5,9,0.25780995487231495,91,0
Romance,50,186,13695,8,9,354,Growing,2,3,0.39049107952206075,200,0
Drama,313,117,2264,5,14,555,Growing,1,1,0.5339966702176469,169,0
Animation,182,8,18999,3,7,742,Growing,6,3,0.3899398236553082,211,0
Sci-Fi,243,92,19535,6,11,660,Stable,1,4,0.6542437846577744,154,0
War,290,155,5816,6,12,632,Growing,9,2,0.7486274257483797,145,1
Musical,381,180,8175,3,4,491,Drop Fast,5,1,0.849212359725585,110,0
Family,87,174,11160,7,13,419,Stable,1,1,0.7028878330786241,168,0
Romance,117,7,28192,11,6,319,Growing,8,8,0.7323064548783689,177,1
War,290,95,23685,5,10,798,Drop Fast,1,4,0.6759093056613671,208,0
Fantasy,412,7,26352,2,9,513,Growing,4,2,0.9398402403288926,118,0
Thriller,48,160,21587,4,7,131,Growing,7,3,0.43270039835593577,174,0
Fantasy,128,195,15524,10,10,115,Growing,4,8,0.43638107635893086,243,1
History,344,85,24890,11,3,508,Stable,5,6,0.33843354899530176,219,1
Romance,345,163,6443,8,14,272,Growing,7,8,0.5899790281086726,140,1
Musical,36,142,23165,7,12,748,Drop Fast,4,5,0.31731319254164536,151,1
Comedy,113,181,9760,2,10,278,Growing,5,3,0.4391026178286726,218,0
Fantasy,83,98,14884,10,11,672,Growing,7,6,0.5878766501399741,188,1
Crime,200,130,8530,10,14,596,Stable,1,8,0.9203169311510121,93,1
Action,333,117,5123,2,11,203,Growing,3,5,0.9246690956881172,215,0
Romance,156,153,6667,7,7,416,Drop Fast,1,5,0.770618163895589,240,1
Family,264,104,21525,8,10,687,Drop Fast,3,3,0.5224751131029794,211,0
Western,293,57,28149,3,13,280,Growing,2,3,0.8556128913635822,192,1
Biography,222,91,23021,11,5,231,Drop Fast,5,8,0.8628190613353481,109,1
Crime,132,93,6276,9,6,762,Drop Fast,5,1,0.8871381665575866,163,1
Mystery,215,58,22232,9,3,254,Growing,9,4,0.6980175337506491,173,1
Drama,426,189,8201,7,4,458,Drop Fast,8,9,0.39125495692551626,170,0
History,249,24,15503,10,2,334,Drop Fast,3,6,0.3137565409394772,168,0
Drama,403,117,17899,4,5,264,Growing,1,6,0.8903428528280909,133,0
Animation,348,53,16657,3,13,526,Stable,5,7,0.2888822756851221,213,0
Family,295,139,28622,3,3,776,Stable,3,7,0.4571230416065964,84,0
History,31,33,8875,7,13,587,Growing,5,6,0.5908732369264159,130,0
Sport,268,52,12503,8,3,312,Stable,9,9,0.26538368501143306,221,1
Drama,366,17,18133,7,2,256,Stable,1,8,0.8848385810747706,113,0
Western,114,7,17943,4,11,788,Stable,1,8,0.4509846964105645,248,1
Crime,475,6,15328,6,13,174,Stable,9,2,0.26995335924440267,168,0
Documentary,468,20,18480,9,3,534,Growing,3,7,0.9455129980585628,246,1
Crime,441,98,6859,7,5,277,Stable,5,1,0.4679752265722607,225,0
Family,267,106,5446,3,7,744,Stable,9,8,0.8637354352397609,99,0
Drama,213,138,7167,8,14,736,Growing,5,3,0.5674321177446167,186,0
Romance,319,49,6861,9,13,411,Growing,3,9,0.7141881307384993,215,1
War,271,75,12616,5,8,226,Stable,9,5,0.4187631046761483,105,0
Musical,116,137,710,2,8,476,Drop Fast,7,7,0.6020127288839154,164,0
Sport,260,60,8814,3,8,444,Growing,7,7,0.43035583469751887,234,0
Horror,433,131,2632,5,5,324,Growing,8,9,0.9157587168855724,239,1
Animation,230,36,2106,8,13,116,Stable,5,2,0.2926617886913724,121,0
Crime,388,53,29103,3,6,596,Drop Fast,2,4,0.4422717492533932,160,0
Drama,231,17,25734,7,12,572,Growing,9,8,0.875176213584915,106,1
Drama,267,162,25600,3,13,410,Growing,3,5,0.5860251702550987,179,1
Family,210,29,15754,8,4,236,Growing,2,5,0.670058878332919,114,0
Sci-Fi,376,64,16648,3,2,574,Drop Fast,5,3,0.7061853600469498,117,0
Mystery,267,63,5128,4,9,316,Growing,8,5,0.29964925824149435,117,0
Documentary,358,160,4910,10,11,295,Growing,3,7,0.2624171186360095,121,0
Horror,234,62,11740,5,12,300,Drop Fast,6,4,0.9064887361979146,249,1
Documentary,211,24,6324,6,8,465,Growing,9,8,0.4400519917078165,136,0
Crime,235,166,8037,10,10,627,Drop Fast,2,6,0.5162191773048701,179,0
Comedy,245,137,15783,8,11,499,Drop Fast,8,6,0.7274652195064847,133,1
Mystery,192,192,17384,9,5,624,Drop Fast,7,6,0.41541271395090484,217,1
Crime,209,175,22647,4,13,689,Stable,3,4,0.7631499591172627,119,0
Western,366,61,25053,5,13,313,Growing,1,3,0.570769527514289,208,0
Family,255,189,6309,8,6,440,Growing,6,6,0.8496268637011737,199,1
Documentary,453,58,10109,5,6,428,Growing,2,6,0.44497844503583767,165,0
Crime,362,116,27189,3,14,218,Drop Fast,3,2,0.39267573632430897,143,0
War,120,177,6859,11,8,524,Stable,5,9,0.8321818477124104,160,1
Comedy,15,90,1438,7,14,792,Drop Fast,8,4,0.47842824549498353,91,0
Sci-Fi,245,41,23166,10,10,472,Growing,2,4,0.5383080522003535,168,1
Sci-Fi,136,88,21107,3,9,748,Drop Fast,6,8,0.8055954828815951,105,0
Documentary,113,52,15264,2,8,278,Stable,1,3,0.6949035761622024,119,0
Biography,246,122,5820,9,2,531,Growing,7,7,0.5592081233025883,189,1
Musical,412,186,1686,2,13,501,Drop Fast,4,7,0.42492335623319055,192,0
Horror,489,52,4881,2,11,493,Stable,1,2,0.7849406781962349,122,0
Sport,164,116,11690,4,14,665,Drop Fast,9,3,0.3763017241430399,151,0
Mystery,266,114,4670,6,7,178,Drop Fast,9,4,0.8997957204104996,220,1
Western,244,10,22203,10,11,523,Growing,3,2,0.35522124838609803,169,0
Romance,298,166,27771,11,10,217,Stable,6,9,0.8134535843631072,96,1
War,49,195,24868,3,14,467,Drop Fast,7,6,0.5469742067096937,167,1
Crime,297,82,11923,2,8,205,Stable,4,1,0.3802043630534584,103,0
Crime,206,180,14088,2,2,204,Growing,6,1,0.5316652567657398,155,0
Musical,282,27,7377,9,10,402,Growing,9,8,0.4050862713399535,137,1
Musical,391,130,13401,11,4,729,Growing,6,6,0.34519555558509313,235,1
Crime,273,88,5641,11,10,247,Stable,7,7,0.4174087792513909,176,1
Biography,66,17,18424,11,5,249,Stable,6,6,0.8571789307767768,130,1
Sci-Fi,307,51,11919,3,10,355,Drop Fast,7,2,0.32415967123587697,167,0
Adventure,107,48,5597,10,14,181,Stable,1,3,0.9307777114375235,171,1
Adventure,146,109,1821,10,9,115,Growing,6,8,0.2534989175813738,190,0
Mystery,385,164,18145,3,8,292,Drop Fast,9,4,0.7107667080738702,246,1
Documentary,96,158,22433,4,5,173,Stable,3,8,0.8495583893866602,180,0
Action,428,185,18000,3,10,376,Growing,6,3,0.9037703536887349,247,1
Thriller,251,18,27740,7,5,160,Growing,4,2,0.35078991541972815,92,0
Horror,208,184,4390,8,2,635,Drop Fast,7,7,0.738745947516638,226,1
Action,472,125,5254,7,7,634,Growing,7,1,0.3251444513089531,85,0
Animation,446,40,1330,4,5,442,Stable,9,3,0.4968280457121035,225,0
Fantasy,319,12,26189,4,11,494,Growing,4,2,0.7623484502548955,88,0
Biography,93,172,14271,3,4,357,Drop Fast,8,5,0.49218125831414683,160,0
Musical,251,154,20181,3,13,297,Growing,8,2,0.4693623097967474,147,0
Animation,290,20,12136,6,6,152,Growing,8,5,0.3312382331616857,133,0
Sport,332,95,2318,9,4,750,Stable,8,3,0.2965066660296616,205,0
War,261,124,863,7,12,370,Stable,6,9,0.33069459389722994,129,0
War,199,192,29840,10,10,300,Stable,8,9,0.8628323424616571,149,1
Musical,448,64,19218,6,13,495,Stable,6,8,0.25783896776664766,218,1
Western,439,14,15935,11,7,477,Growing,2,5,0.7350061086747023,197,1
Musical,161,157,19358,5,4,775,Stable,3,7,0.7880369609218084,249,1
Family,491,35,22778,10,6,703,Growing,6,2,0.6475218128892002,169,0
Action,311,25,20553,11,9,634,Stable,7,3,0.7615427528282039,218,1
Crime,287,85,20074,6,9,187,Stable,4,2,0.7065887683175702,151,0
Animation,148,37,9963,2,7,497,Stable,1,1,0.5688909423662849,146,0
Biography,185,35,18107,6,6,281,Growing,4,3,0.5178972995133869,209,0
Fantasy,17,153,8253,6,6,382,Stable,6,4,0.9089323918836214,105,0
Western,304,40,17571,6,2,632,Growing,8,9,0.9303565947993275,155,0
Romance,244,197,28014,3,3,660,Stable,4,2,0.7058899825375207,116,0
Drama,172,136,24499,7,13,289,Stable,1,9,0.38810918792893023,115,0
History,58,72,22987,6,12,304,Drop Fast,5,1,0.5635294137064513,95,0
History,311,94,21905,3,5,143,Stable,7,9,0.5975762430578249,157,0
Comedy,47,136,4045,11,7,399,Growing,6,6,0.7805790367224631,145,1
Sci-Fi,145,13,13696,9,12,739,Drop Fast,3,8,0.7174439919256235,100,0
Sport,319,34,6501,7,8,781,Growing,7,3,0.6103701005995266,214,1
Romance,430,119,12085,11,2,378,Growing,4,8,0.7262551904510098,218,1
Comedy,228,49,16682,4,9,484,Drop Fast,5,9,0.2668397927136418,133,0
Horror,357,8,2488,10,13,736,Stable,7,7,0.7936447253190546,172,1
Crime,305,73,26290,5,2,410,Drop Fast,2,4,0.398142563804861,137,0
Fantasy,43,27,20881,4,10,627,Growing,4,6,0.7094863976928043,116,0
Biography,361,20,25409,8,5,373,Stable,4,6,0.3297812764959064,199,0
Fantasy,88,26,7996,9,13,581,Drop Fast,6,2,0.33012258514729104,118,0
Crime,245,76,7463,8,8,550,Growing,7,2,0.2749603506856914,183,0
Western,392,52,29617,2,12,631,Stable,4,5,0.8871629671074582,147,1
Fantasy,282,194,12977,2,7,630,Growing,1,1,0.6731911303842684,147,0
Fantasy,170,192,8970,6,14,624,Stable,1,5,0.5033733553604038,234,0
Sport,184,111,20543,9,10,116,Stable,5,3,0.8014444187135161,183,1
Western,375,137,7585,11,3,129,Drop Fast,1,3,0.6882575404372657,139,0
Western,317,11,15062,4,12,569,Stable,3,8,0.6840563625390583,237,0
Family,383,55,8664,9,8,403,Growing,9,3,0.5909299560541048,205,1
War,473,69,21922,4,12,654,Stable,3,3,0.25554874506774605,202,0
Crime,230,13,5081,5,6,192,Growing,3,1,0.4309237544974579,115,0
Thriller,18,86,20538,11,14,677,Stable,9,8,0.32635368622005806,212,1
Family,298,49,16218,8,8,730,Stable,5,6,0.7136868966469432,203,1
History,453,126,15891,4,2,683,Drop Fast,8,8,0.4240345752508984,226,0
Animation,122,179,20511,5,12,261,Stable,9,3,0.5651166648358449,219,1
Family,486,199,25228,9,12,427,Stable,6,6,0.49740120880291805,169,1
Adventure,214,156,9567,5,11,353,Growing,7,2,0.35023911654775475,162,0
